c_id,number_of_doors,tyre_type,number_of_cylinders,drive_type,turbo_charger,super_charger,length(mm),width(mm),height(mm),color,city,Mileage(Kmpl)
7250,5,Tubeless,4,FWD,No,No,4315,1822,1695,Brown,bangalore,13
7251,5,"Tubeless,Radial",4,Not specified,No,No,4323,1809,1650,Others,bangalore,15
7252,5,"Tubeless,Radial",4,FWD,Yes,No,4315,1822,1695,Brown,bangalore,20
7253,5,Radial,3,FWD,Yes,No,3995,1770,1605,Red,bangalore,18
7254,5,Tubeless,4,FWD,No,No,3765,1660,1520,White,bangalore,19
7255,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Red,bangalore,15
7256,5,"Tubeless, Radial",3,FWD,Yes,No,3995,1790,1642,Others,bangalore,18
7257,5,"Tubeless, Radial",4,FWD,Yes,No,4655,1835,1760,White,bangalore,
7258,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,bangalore,13
7259,5,"Tubeless,Radial",4,Not specified,No,No,3565,1595,1550,Others,bangalore,19
7260,4,"Tubeless, Radial",4,Not specified,No,No,4440,1695,1495,Others,bangalore,17
7261,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Red,bangalore,18
7262,4,"Tubeless,Radial",4,FWD,No,Yes,4586,1772,1427,White,bangalore,12
7263,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Grey,bangalore,17
7264,4,"Tubeless,Radial",4,FWD,Yes,No,4277,1740,1540,White,bangalore,21
7265,5,"Tubeless,Radial",4,Not specified,No,No,3565,1595,1550,Silver,bangalore,19
7266,4,Tubeless,4,FWD,No,No,3995,1660,1520,White,bangalore,20
7267,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,Others,bangalore,22
7268,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,White,bangalore,19
7269,5,"Tubeless,Radial",4,FWD,Yes,No,3775,1680,1620,Red,bangalore,23
7270,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,White,bangalore,15
7271,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Others,bangalore,16
7272,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Blue,bangalore,18
7273,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,bangalore,21
7274,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,White,bangalore,17
7275,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Red,bangalore,26
7276,4,"Tubeless,Radial",4,FWD,Yes,No,4644,1778,1453,White,bangalore,15
7277,5,"Tubeless,Radial",4,FWD,Yes,No,3999,1765,1708,Blue,bangalore,23
7278,5,Tubeless Tyres,4,AWD,Yes,No,4585,1890,1785,Others,bangalore,16
7279,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,bangalore,19
7280,5,"Tubeless,Radial",4,Not specified,No,No,3810,1665,1515,Gray,bangalore,15
7281,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Others,bangalore,19
7282,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,bangalore,19
7283,5,Tubeless,4,FWD,No,No,3840,1735,1530,White,bangalore,22
7284,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Green,bangalore,18
7285,4,Tubeless,4,FWD,No,No,4440,1729,1475,Others,bangalore,17
7286,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Silver,bangalore,22
7287,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,bangalore,19
7288,4,Tubeless,4,FWD,No,No,4440,1729,1475,Others,bangalore,17
7289,5,Not specified,3,2WD,No,No,3429,1560,1541,Black,bangalore,22
7290,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,White,bangalore,20
7291,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Others,bangalore,24
7292,5,Tubeless,3,FWD,No,No,3746,1647,1535,Orange,bangalore,24
7293,4,Tubeless,3,FWD,No,No,3995,1704,1525,White,bangalore,18
7294,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,Brown,bangalore,21
7295,5,"Radial, Tubeless",3,Not specified,No,No,3731,1579,1490,Blue,bangalore,21
7296,5,"Radial, Tubless",4,4X2,Yes,No,4395,1818,1640,Others,bangalore,17
7297,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,bangalore,19
7298,5,"Tubeless,Radial",6,AWD,Yes,No,5089,2177,1737,Others,bangalore,12
7299,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,bangalore,19
7300,4,"Tubeless,Radial",4,FWD,Yes,No,4644,1778,1453,White,bangalore,15
7301,4,"Tubeless,Radial",4,RWD,Yes,No,4824,1811,1429,Blue,bangalore,23
7302,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Silver,bangalore,17
7303,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7304,4,"Tubeless,Radial",4,FWD,Yes,No,4370,1700,1475,Others,bangalore,22
7305,5,"Tubeless,Radial",4,FWD,Yes,No,5060,1788,1826,Others,bangalore,11
7306,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,Blue,bangalore,21
7307,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,White,bangalore,21
7308,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,bangalore,21
7309,5,Tubeless,4,FWD,No,No,3954,1737,1570,Red,bangalore,24
7310,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,bangalore,21
7311,4,"Tubeless, Runflat",6,RWD,Twin,No,4936,2126,1466,Blue,bangalore,17
7312,5,Tubeless,4,FWD,No,No,3765,1660,1520,Black,bangalore,19
7313,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Maroon,bangalore,24
7314,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,White,bangalore,19
7315,5,"Radial, Tubeless",3,Not specified,No,No,3731,1579,1474,Red,bangalore,21
7316,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Grey,bangalore,16
7317,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Others,bangalore,25
7318,5,"Tubeless,Radial",4,4WD,Yes,No,4708,1891,1676,White,bangalore,19
7319,5,"Tubeless,Radial",4,FWD,Yes,No,3971,1682,1469,White,bangalore,17
7320,5,"Tubeless,Radial",4,AWD,Yes,No,4388,2019,1608,Red,bangalore,16
7321,4,"Tubeless,Radial",4,FWD,Yes,No,4413,1699,1466,Grey,bangalore,21
7322,5,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,Silver,bangalore,22
7323,5,"Tubeless,Radial",4,FWD,Yes,No,3795,1680,1427,Grey,bangalore,20
7324,4,"Tubeless,Radial",4,FWD,Yes,No,4915,2086,1455,White,bangalore,18
7325,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Silver,bangalore,19
7326,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,White,bangalore,22
7327,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Black,bangalore,22
7328,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Others,bangalore,19
7329,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,bangalore,21
7330,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Silver,bangalore,25
7331,5,"Tubeless, Radial",3,FWD,No,No,3695,1600,1560,Others,bangalore,23
7332,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Silver,bangalore,19
7333,4,"Tubeless,Radial",3,FWD,No,No,3992,1677,1537,Grey,bangalore,20
7334,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,bangalore,22
7335,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Silver,bangalore,21
7336,4,"Tubeless,Runflat",4,RWD,Yes,No,4824,1811,1429,Others,bangalore,16
7337,5,"Tubeless,Radial",4,2WD,Yes,No,4315,1800,1645,Others,bangalore,18
7338,4,"Tubeless,Radial",3,FWD,No,No,3595,1475,1700,Others,bangalore,19
7339,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Others,bangalore,17
7340,5,"Tubeless, Radial",4,FWD,No,No,4699,1835,1760,Others,bangalore,14
7341,4,"Tubeless,Radial",4,FWD,No,No,4530,1775,1470,Others,bangalore,16
7342,5,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,Silver,bangalore,22
7343,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Brown,bangalore,16
7344,5,Tubeless,4,FWD,No,No,3840,1735,1530,Others,bangalore,21
7345,4,"Tubeless,Radial",4,FWD,Yes,No,4726,1842,1427,Others,bangalore,18
7346,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,Black,bangalore,
7347,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Silver,bangalore,18
7348,5,Tubeless,4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7349,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,Blue,bangalore,21
7350,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,bangalore,19
7351,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Grey,bangalore,19
7352,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Silver,bangalore,15
7353,4,"Tubeless,Radial",4,FWD,No,No,4375,1700,1475,Others,bangalore,17
7354,5,"Tubeless, Radial",3,FWD,No,No,3695,1600,1565,Others,bangalore,23
7355,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,White,bangalore,21
7356,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Grey,bangalore,24
7357,4,"Tubeless, Radial",4,Not specified,No,No,4549,1748,1489,White,bangalore,18
7358,5,Tubeless,4,FWD,No,No,3985,1734,1505,Orange,bangalore,19
7359,5,"Tubeless,Radial",4,FWD,Yes,No,4731,2175,1651,Silver,bangalore,16
7360,4,Tubeless,4,Not specified,No,No,4440,1729,1475,Maroon,bangalore,18
7361,5,Tubeless,4,Not specified,No,No,3840,1735,1530,Grey,bangalore,22
7362,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,White,bangalore,18
7363,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,bangalore,19
7364,5,"Tubeless,Radial",4,FWD,Yes,No,4292,1780,1433,Others,bangalore,16
7365,5,Tubeless,4,Not specified,No,No,3840,1735,1530,White,bangalore,22
7366,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Red,bangalore,22
7367,5,"Tubeless, Radial",4,Not specified,No,No,3990,1745,1500,Red,bangalore,22
7368,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Brown,bangalore,17
7369,5,Tubeless,4,FWD,No,No,3985,1734,1505,Silver,bangalore,19
7370,5,"Tubeless,Radial ",4,FWD,Yes,No,4585,1890,1785,Red,bangalore,15
7371,5,"Tubeless,Radial",4,AWD,Yes,No,4388,1831,1608,Blue,bangalore,15
7372,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Red,bangalore,21
7373,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,Others,bangalore,17
7374,5,"Tubeless,Radial",3,Not specified,Yes,No,3994,1758,1572,Silver,bangalore,20
7375,5,Tubeless,4,FWD,No,No,4315,1822,1695,Silver,bangalore,15
7376,3,"Tubeless,Radial",0,Not specified,No,No,0,0,0,Not specified,bangalore,
7377,4,"Tubeless,Radial",6,FWD,Yes,No,4803,1765,1489,Others,bangalore,12
7378,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1485,White,bangalore,17
7379,3,"Tubeless,Radial",0,Not specified,No,No,0,0,0,Not specified,bangalore,
7380,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,bangalore,15
7381,5,Radial,3,FWD,Yes,No,3995,1770,1605,Blue,bangalore,18
7382,5,"Tubeless,Radial",4,FWD,No,No,3940,1710,1505,Others,bangalore,17
7383,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Blue,bangalore,19
7384,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,Others,bangalore,20
7385,4,"Tubeless,Radial",4,FWD,No,No,4390,1699,1467,Grey,bangalore,16
7386,4,"Tubeless, Radial",3,FWD,No,No,3595,1495,1700,Silver,bangalore,19
7387,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Brown,bangalore,19
7388,5,"Tubeless,Radial ",4,FWD,Yes,No,4585,1890,1785,White,bangalore,15
7389,4,"Tubeless,Radial",4,FWD,No,No,3995,1735,1515,Brown,bangalore,21
7390,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,bangalore,19
7391,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,Others,bangalore,16
7392,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Red,bangalore,19
7393,5,"Tubeless,Radial",4,FWD,No,No,4359,2010,1557,Grey,bangalore,15
7394,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,bangalore,22
7395,5,"Tubeless, Radial",3,Not specified,No,No,3765,1677,1535,Blue,bangalore,20
7396,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,Others,bangalore,20
7397,5,"Tubeless,Radial",4,FWD,No,No,4315,1822,1695,Others,bangalore,13
7398,5,Tubeless,4,RWD,Yes,No,4655,1965,1922,Others,bangalore,14
7399,5,Tubeless,4,FWD,Yes,No,4498,1751,1697,Blue,bangalore,20
7400,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,bangalore,19
7401,5,"Tubeless,Radial",4,4WD,Yes,No,4695,1840,1850,White,bangalore,12
7402,5,"Tubeless,Radial",4,FWD,Yes,No,3985,1734,1505,White,bangalore,23
7403,4,"Tubeless,Radial",4,FWD,Yes,No,4440,1695,1495,Others,bangalore,26
7404,5,"Tubeless,Radial",4,4WD,Yes,No,4695,1840,1850,Others,bangalore,12
7405,4,"Tubeless,Radial",4,Rear Wheel Drive with ESP,Yes,No,4868,1854,1471,White,bangalore,14
7406,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Others,bangalore,17
7407,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,Silver,bangalore,22
7408,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,White,bangalore,15
7409,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Black,bangalore,22
7410,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,White,bangalore,22
7411,4,"Tubeless,Radial",4,FWD,Yes,No,4440,1695,1495,White,bangalore,26
7412,5,"Radial,Tubeless",3,FWD,No,No,3715,1635,1565,White,bangalore,22
7413,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,White,bangalore,21
7414,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,White,bangalore,22
7415,5,"Tubeless,Radial",3,FWD,No,No,3731,1579,1474,Red,bangalore,22
7416,5,"Tubeless,Radial",4,AWD,Yes,No,4817,2141,1762,Blue,bangalore,15
7417,5,"Radial,Tubeless",6,AWD,Yes,No,4819,2141,1796,White,bangalore,12
7418,5,Tubeless,4,FWD,No,No,4315,1822,1695,White,bangalore,15
7419,4,Tubeless,4,FWD,Yes,No,4440,1729,1475,Black,bangalore,22
7420,5,"Tubeless,Radial",4,FWD,Yes,No,3971,1682,1469,Red,bangalore,17
7421,5,"Tubeless,Radial",4,Not specified,No,No,4580,1770,1755,Maroon,bangalore,13
7422,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,Brown,bangalore,21
7423,5,"Tubeless,Radial",4,Not specified,No,No,4323,1809,1650,Black,bangalore,
7424,5,"Tubeless,Radial",4,AWD,Yes,No,4658,1890,1644,White,bangalore,
7425,5,"Tubeless, Radial",4,Not specified,No,No,3995,1790,1640,White,bangalore,17
7426,5,"Tubeless, Radial",3,FWD,No,No,3695,1600,1560,Silver,bangalore,22
7427,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,bangalore,18
7428,4,"Tubeless, Radial",4,RWD,Yes,No,4686,2020,1442,Blue,bangalore,19
7429,5,Tubeless,4,FWD,No,No,3985,1734,1505,Silver,bangalore,19
7430,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Maroon,bangalore,24
7431,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Others,bangalore,21
7432,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Black,bangalore,22
7433,5,"Tubeless,Radial",4,2WD,No,No,4315,1800,1645,Others,bangalore,17
7434,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,bangalore,19
7435,5,"Radial, Tubless",4,4X2,Yes,No,4395,1818,1640,Grey,bangalore,16
7436,5,Tubeless,4,FWD,No,No,3985,1734,1505,Others,bangalore,19
7437,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,Gray,bangalore,16
7438,4,"Tubeless,Radial",4,FWD,Yes,No,4384,1699,1466,Blue,bangalore,21
7439,3,"Radial, Tubeless",4,4X4,Yes,No,3985,1855,1844,Others,bangalore,
7440,5,"Tubeless,Radial",4,FWD,No,No,3940,1710,1505,Others,bangalore,17
7441,4,"Tubeless,Radial",4,FWD,Yes,No,4630,1777,1432,White,bangalore,18
7442,5,Tubeless,4,FWD,No,No,3985,1734,1505,Others,bangalore,23
7443,5,Radial,3,FWD,Yes,No,3995,1770,1605,Red,bangalore,18
7444,5,Tubeless Radial Tyres,3,FWD,Yes,No,3994,1811,1607,Others,bangalore,17
7445,5,"Tubeless, Radial",3,FWD,No,No,3695,1600,1560,Red,bangalore,23
7446,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,White,bangalore,18
7447,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,White,bangalore,20
7448,5,"Tubeless,Radial",4,FWD,No,No,3995,1760,1555,Brown,bangalore,17
7449,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Red,bangalore,25
7450,5,"Tubeless, Radial",4,Not specified,No,No,4300,1790,1635,Black,bangalore,
7451,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,bangalore,19
7452,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,bangalore,19
7453,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Red,bangalore,22
7454,5,Tubeless,4,FWD,No,No,3765,1660,1520,Red,bangalore,19
7455,5,"Tubeless, Radial",3,FWD,Yes,No,3995,1790,1642,Others,bangalore,18
7456,5,"Tubeless,Radial",4,4WD,No,No,4545,1820,1685,White,bangalore,12
7457,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Brown,bangalore,15
7458,5,Tubeless,3,FWD,No,No,3746,1647,1535,Brown,bangalore,24
7459,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,White,bangalore,21
7460,4,Tubeless,4,FWD,Yes,No,4375,1700,1475,Silver,bangalore,24
7461,4,"Tubeless,Radial",4,FWD,Yes,No,4630,1777,1432,White,bangalore,18
7462,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Grey,bangalore,20
7463,5,"Tubeless, Radial",4,FWD,No,No,3590,1575,1585,Red,bangalore,110
7464,2,"Tubeless,Radial",0,Not specified,No,No,2974,1505,1640,Grey,bangalore,
7465,5,"Tubeless, Radial",3,Not specified,Yes,No,3995,1775,1505,Red,bangalore,20
7466,4,"Tubeless,Radial",4,FWD,Yes,No,4620,1800,1465,White,bangalore,15
7467,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,bangalore,23
7468,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,bangalore,19
7469,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,bangalore,17
7470,4,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,Blue,bangalore,23
7471,5,"Tubeless,Radial",3,Not specified,Yes,No,3994,1758,1572,Others,bangalore,20
7472,5,"Tubeless,Radial",4,FWD,No,No,3795,1680,1427,Others,bangalore,16
7473,5,"Tubeless,Radial",3,Front Wheel Drive,No,No,3370,1410,1640,Other,bangalore,14
7474,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Red,bangalore,24
7475,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Red,bangalore,22
7476,5,"Tubeless, Radial",3,Not specified,No,No,3765,1677,1535,Blue,bangalore,19
7477,5,"Tubeless, Radial",3,FWD,No,No,3695,1600,1560,Blue,bangalore,23
7478,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Silver,bangalore,25
7479,4,"Tubeless, Radial",4,Not specified,No,No,4440,1729,1475,Others,bangalore,18
7480,5,"Radial,Tubeless",3,FWD,No,No,3715,1635,1565,Silver,bangalore,22
7481,5,"Tubeless,Radial",4,FWD,Yes,No,4315,1822,1695,Others,bangalore,20
7482,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,bangalore,21
7483,4,"Tubeless,Radial",4,FWD,No,No,4375,1700,1475,Silver,bangalore,17
7484,5,"Tubeless,Radial",4,Not specified,No,No,3810,1665,1515,Gray,bangalore,15
7485,5,Tubeless,4,FWD,Yes,No,3985,1734,1505,Others,bangalore,23
7486,4,"Tubeless,Radial",4,FWD,Yes,No,4659,1778,1453,Blue,bangalore,17
7487,5,"Tubeless,Radial",4,AWD,Yes,No,4509,1839,1665,Black,bangalore,13
7488,5,"Tubeless,Radial",3,Not specified,No,No,3990,1755,1523,Red,bangalore,19
7489,5,"Tubeless,Radial",4,Not specified,No,No,0,0,0,Others,bangalore,
7490,0,Not specified,0,Not specified,No,No,3993,1811,1616,Others,bangalore,
7491,5,"Tubeless, Radial",4,Not specified,No,No,3995,1775,1505,White,bangalore,20
7492,4,"Tubeless,Radial",4,FWD,Yes,No,4390,1699,1467,Blue,bangalore,22
7493,5,"Tubeless,Radial",4,FWD,Yes,No,3690,1665,1485,Red,bangalore,25
7494,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,bangalore,21
7495,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,bangalore,22
7496,5,"Tubeless,Radial",4,Not specified,No,No,4323,1809,1650,Others,bangalore,15
7497,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,White,bangalore,21
7498,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Blue,bangalore,18
7499,5,"Tubeless,Radial",4,RWD,No,No,4735,1830,1795,Silver,bangalore,11
7500,4,"Tubeless,Radial",4,FWD,No,No,3995,1735,1515,Silver,bangalore,21
7501,4,Tubeless,3,FWD ,Yes,No,3995,1660,1520,Others,bangalore,24
7502,5,Tubeless,4,FWD,No,No,3985,1734,1505,Blue,bangalore,19
7503,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Red,bangalore,22
7504,5,Tubeless,4,Not specified,No,No,3840,1735,1530,Others,bangalore,22
7505,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1682,1483,Others,bangalore,22
7506,5,Tubeless,4,FWD,No,No,3585,1595,1550,Gold,bangalore,20
7507,5,Tubeless,4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7508,5,"Tubeless,Radial",4,RWD,No,No,4735,1830,1795,Others,bangalore,8
7509,5,"Tubeless, Radial",4,Not specified,Yes,No,4598,1894,1706,Others,bangalore,15
7510,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Orange,bangalore,16
7511,5,"Tubeless,Radial",3,FWD,No,No,3970,1682,1453,Red,bangalore,16
7512,5,"Tubeless, Radial",0,Not specified,No,No,3993,1811,1606,Others,bangalore,
7513,5,"Tubeless, Radial",0,Not specified,No,No,3993,1811,1606,White,bangalore,
7514,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,Silver,bangalore,21
7515,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Red,bangalore,19
7516,4,"Tubeless,Radial",4,Not specified,No,No,0,0,0,Gray,bangalore,14
7517,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,White,bangalore,20
7518,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Silver,bangalore,22
7519,5,"Tubeless,Radial",3,FWD,No,No,3495,1475,1460,Black,bangalore,20
7520,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,White,bangalore,23
7521,5,"Tubeless,Radial",4,Not specified,No,No,3760,1690,1530,Others,bangalore,16
7522,5,"Tubeless, Radial",3,Not specified,Yes,No,4221,1760,1612,Silver,bangalore,20
7523,5,Tubeless,4,FWD,No,No,3765,1660,1520,Others,bangalore,19
7524,5,"Tubeless,Radial",4,Not specified,No,No,3760,1690,1530,Others,bangalore,16
7525,5,"Tubeless,Radial",4,FWD,No,No,3995,1710,1505,Others,bangalore,21
7526,5,"Tubeless,Radial",4,Not specified,No,No,0,0,0,Others,bangalore,
7527,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Silver,bangalore,24
7528,5,"Tubeless,Radial",4,Not specified,No,No,3810,1665,1515,Black,bangalore,15
7529,4,"Tubeless,Radial",3,FWD,No,No,3595,1475,1700,Others,bangalore,19
7530,5,Runflat,4,FWD,Yes,No,4439,1821,1612,White,bangalore,21
7531,4,"Tubeless, Radial",4,RWD,Yes,No,4686,2020,1442,Brown,bangalore,19
7532,5,"Tubeless,Radial",4,RWD,Yes,No,4585,1765,1760,Others,bangalore,13
7533,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Others,bangalore,24
7534,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Others,bangalore,21
7535,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1735,1515,Silver,bangalore,28
7536,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,White,bangalore,
7537,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,Silver,bangalore,21
7538,5,"Tubeless Tyres, Radial",4,FWD,No,No,3655,1620,1675,White,bangalore,21
7539,5,"Tubeless, Radial",4,FWD,No,No,4315,1800,1645,Silver,bangalore,17
7540,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,bangalore,19
7541,5,"Tubeless,Radial",4,FWD,Yes,No,3999,1765,1708,Black,bangalore,23
7542,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Red,bangalore,19
7543,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Orange,bangalore,21
7544,5,"Tubeless,Radial",4,Not specified,Yes,No,4580,1770,1755,Others,bangalore,13
7545,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,Silver,bangalore,11
7546,4,"Tubeless,Radial",4,Not specified,No,No,4597,1788,1477,Others,bangalore,18
7547,4,"Tubeless,Radial",4,Not specified,No,No,4815,1820,1480,Black,bangalore,13
7548,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,bangalore,20
7549,5,"Tubeless, Radial",4,FWD,Yes,No,3995,1790,1642,Others,bangalore,
7550,5,"Tubeless,Radial",3,FWD,No,No,3495,1475,1460,Others,bangalore,20
7551,5,"Tubeless,Radial",4,FWD,Yes,No,3989,1687,1505,Black,bangalore,16
7552,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,White,bangalore,20
7553,5,"Tubeless,Radials",3,RWD,Yes,No,3995,1835,1826,Silver,bangalore,18
7554,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1735,1515,Silver,bangalore,28
7555,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Red,bangalore,21
7556,5,"Tubeless,Radial",4,FWD,No,No,3640,1595,1520,Blue,bangalore,19
7557,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,bangalore,19
